CROP_TYPE,SOIL_TYPE,REGION,TEMPERATURE,HUMIDITY,RAINFALL,WIND_SPEED,WEATHER_CONDITION,SOIL_MOISTURE,WATER_REQUIREMENT,WATER_NEEDED
Cotton,Loamy,Central,27.919016651572395,72.56547598577615,2.480548824666228,3.803479093631706,Sunny,31.51,1.02,1.0
Sugarcane,Loamy,Central,,56.880513575566404,24.66026822458614,12.611012723357046,Windy,25.32,0.0,0.0
Sugarcane,Sandy,West,32.93526947261913,35.347676465786144,5.56354687517259,12.026452725672003,Sunny,,9.54,1.0
Tomato,Sandy,Central,,57.571773529928976,10.604674563797701,15.723247221095322,Cloudy,18.84,,1.0
Rice,Clay,West,29.25318157002853,60.43482693419073,0.33896856834553124,9.828090348520686,Humid,62.66,,0.0
Rice,Sandy,North,16.241979256721347,60.306065492149784,5.345501147061558,,Sunny,,0.0,0.0
Banana,Sandy,West,20.030883706609416,74.27834535466887,16.996843949968,11.341733337185179,Sunny,24.74,1.74,0.0
Sugarcane,Silty,North,29.18116741521474,94.7851461652226,4.903304265489805,12.833873406186061,Sunny,12.39,3.49,1.0
Tomato,Sandy,East,32.430799479972464,66.85293802761639,9.242250256420556,3.2078537744638584,Cloudy,88.28,1.28,1.0
Rice,Peaty,Central,29.028209687139825,,2.355398191456033,6.929578424387346,Sunny,28.02,0.19,0.0
Sugarcane,Loamy,East,27.306110305670558,61.111672804938614,5.387547851017946,12.598398502579887,Sunny,28.43,4.24,1.0
Wheat,Sandy,Central,26.193377826464268,66.86577150361572,26.260700829266792,9.578861187932086,Sunny,46.12,0.0,
Banana,Clay,East,19.128868057795437,52.57559359477402,8.357521849208586,10.938415675173179,Humid,,8.81,1.0
Cotton,Silty,South,23.68093474963175,66.80297838119083,23.220886477647728,5.917531221429032,Cloudy,89.39,,
Tomato,Silty,South,25.236167374241276,71.762185044977,23.229847532722946,10.609734867358107,Sunny,8.65,1.71,1.0
Sugarcane,Loamy,West,34.34273335731349,68.14529095361732,28.850463706162923,10.59272945795868,Cloudy,43.38,0.0,0.0
Rice,Loamy,East,30.06170973741077,,22.575319989819548,,Cloudy,51.61,0.0,0.0
Tomato,Clay,Central,,71.50621414022802,0.07305008228979018,13.212749223402954,Sunny,19.90631071741833,2.75,1.0
Tomato,Clay,North,29.94450381636877,38.42154976630334,,1.499675265410156,Sunny,49.24,0.0,0.0
Potato,Clay,West,25.6895063175021,74.55305237593105,1.4787310403497416,10.921190402988419,Windy,88.94,1.42,1.0
Potato,Silty,West,23.93846799816425,54.934777315063194,0.4074517571167719,18.827963469127504,Sunny,79.54,1.68,1.0
Banana,Silty,South,,48.562412554940636,0.5698158373442805,13.402752689095411,Rainy,31.22,41.32,1.0
Maize,Clay,East,34.18599713497571,48.433222582175055,,13.371496230185521,Cloudy,51.88,2.93,0.0
Banana,Sandy,East,,71.50312415708794,9.697022820474725,5.512866625256575,Sunny,5.03,51.25,1.0
Wheat,Sandy,West,22.964694860664167,61.661376091627204,5.146850560009652,18.845310265764304,Windy,39.81,0.91,1.0
Banana,Clay,South,26.144725744892714,39.77046824021884,0.25886466716309503,16.883590473011445,Rainy,18.93,43.89,
Potato,Clay,North,29.987580588421384,72.17056722788425,,,Sunny,65.47,0.0,0.0
Potato,Silty,South,33.853270762734155,43.40587803801759,5.836306491986152,7.626183790925616,Cloudy,,0.0,1.0
Cotton,Sandy,East,25.12495457292826,67.09732037777316,14.140737213746053,16.27328022463344,Sunny,68.66,0.0,0.0
Cotton,Loamy,North,26.886046140017097,68.57748388509582,,18.98073689158379,Sunny,31.62,1.64,1.0
Sugarcane,Loamy,West,21.36199015596383,78.28365622542567,2.453011960762576,3.676569824548559,Sunny,83.7,2.2,1.0
Sugarcane,Peaty,North,20.822760255515973,91.72527179700278,2.956322013810782,4.981446151377117,Rainy,42.86,0.74,0.0
Rice,Loamy,West,32.875154934365185,44.52985511149188,3.6203187043971785,9.281066217889153,Sunny,76.36,0.74,1.0
Rice,Sandy,South,36.13744017142494,64.21289215905426,9.142050917522717,0.0,Windy,,0.16,0.0
Banana,Silty,North,27.567939270517996,60.85497057433674,6.377606970712437,10.095225801047116,Sunny,88.08,13.76,1.0
Cotton,Sandy,Central,34.021197387352146,,,15.928717570149923,Sunny,68.13,1.75,1.0
Banana,Sandy,East,30.169816150285804,68.23503156400427,4.689068841444598,2.806814918821253,Cloudy,66.85,32.41,0.0
Tomato,Loamy,West,24.129281472369254,59.7118063589507,4.635026626492164,10.635534824875435,Sunny,27.51,1.95,1.0
Cotton,Clay,North,30.168373633050482,58.386467170837165,35.90182097649966,,Sunny,47.91,0.59,0.0
Tomato,Peaty,North,37.228219398795815,48.25323717223929,2.6526455070336374,18.199729743769588,Sunny,29.66,3.63,1.0
Banana,Loamy,Central,,79.81792373609764,17.04086892376662,7.151040689334744,Cloudy,6.64,,0.0
Sugarcane,Loamy,South,37.387861934884036,71.88806272399295,12.317237840498896,17.594965438742918,Humid,65.4,0.25,0.0
Potato,Loamy,Central,12.281529375461535,78.76652296692706,0.055855759295482504,7.012724645943864,Rainy,25.05,0.7,1.0
Sugarcane,Peaty,North,32.931415026251344,60.344057952867296,49.873414337655255,13.85587902667065,Cloudy,38.77,0.0,0.0
Maize,Silty,East,28.522282409429028,55.147467969583545,14.123893762147755,11.259728091813495,Windy,29.19,0.44,0.0
Potato,Loamy,North,26.205955897204795,48.82527400056158,11.471186901069865,9.308636667428493,Rainy,21.97,0.0,0.0
Maize,Silty,North,28.550564659213013,70.38376375610989,5.197397495874126,6.047357154730122,Humid,10.71,3.03,1.0
Maize,Silty,North,16.074586512394642,49.403101632076485,8.10137480571428,,Sunny,33.72,0.53,0.0
Rice,Sandy,Central,26.68196867297493,92.72994603449825,2.9205280442335138,7.797323687575441,Sunny,11.95,0.0,0.0
Sugarcane,Clay,Central,30.14267542907048,,0.3612824112931182,6.55116887595931,Rainy,50.93,6.44,1.0
Banana,Peaty,West,36.867364268449094,69.10490178818753,18.08020923574073,17.363613706878603,Sunny,6.67,2.06,0.0
Banana,Clay,West,24.890378690358116,88.50282060820679,22.68033857992947,12.737651137466136,Sunny,84.9,0.56,0.0
Maize,Silty,West,23.149038382640875,73.98634638895713,1.7729895513841303,13.218194759536015,Cloudy,87.15,1.6,1.0
Rice,Silty,North,24.98945773849278,,15.467265087363408,8.042007406938687,Cloudy,30.9,0.0,0.0
Rice,Peaty,West,33.49241270621245,50.47274529557157,13.515168632350111,9.070108264583476,Sunny,,0.65,1.0
Maize,Clay,West,29.972506657958107,44.27346217148444,1.9647119475481298,8.757116663244442,Humid,,4.21,1.0
Potato,Sandy,South,24.821438777397766,76.55075163376378,5.478852648481903,11.686194562504886,Cloudy,81.92,0.22,0.0
Banana,Clay,Central,,87.5922086116242,5.494935525118413,13.20901725921253,Rainy,,,1.0
Rice,Loamy,West,28.58246529608824,58.41725014282743,,9.848743148442141,Humid,56.86,0.39,1.0
Cotton,Clay,Central,33.81186994319734,47.91407738575474,18.180679571648298,,Sunny,81.15,0.67,0.0
Cotton,Silty,East,23.787681436735888,28.127458541764724,0.9957188149898966,13.802852285132744,Cloudy,82.42,1.34,1.0
Wheat,Peaty,South,26.03402712041339,50.28852734506194,8.27751685687677,10.167019341041682,Sunny,75.41,0.0,0.0
Cotton,Loamy,East,,63.2951473625144,14.344284276697628,,Sunny,70.74,0.0,0.0
Maize,Silty,Central,19.21891031120729,88.98684861255101,15.426702872763894,0.0,Rainy,79.57,0.0,0.0
Banana,Clay,Central,29.776721662387455,75.09700538349453,1.6016115174791212,11.489485877302368,Rainy,79.46,,1.0
Wheat,Peaty,East,29.566331633079336,69.5762810706013,,5.852631005611481,Sunny,36.33,0.4,1.0
Sugarcane,Loamy,West,,58.99820508048303,19.488253386333383,12.155310646982263,Humid,87.74,0.09,0.0
Banana,Clay,South,26.59247719974912,56.252514241160654,3.8348628659605972,6.1219084556803285,Sunny,65.28,18.16,1.0
Tomato,Loamy,Central,19.507775547697513,86.08471396261945,5.5358856130883165,10.665928862475036,Cloudy,36.47,0.0,0.0
Wheat,Sandy,North,25.476128063407845,68.01107811137584,16.31471434141057,8.107992360189542,Rainy,42.57,0.0,0.0
Sugarcane,Sandy,South,25.943712900839383,33.460989621184666,0.9356317999965338,18.759604051366523,Rainy,63.41,,
Rice,Peaty,East,23.186336384670287,54.89690528154136,,14.75157828909322,Cloudy,35.69,0.0,0.0
Potato,Sandy,Central,27.032285730003945,52.1267595234256,3.7274148918261627,16.73648450093915,Sunny,75.26,1.87,1.0
Banana,Silty,Central,30.42430514088723,56.806039862338025,0.014513693182158921,10.12023884559533,Sunny,17.59,47.63,1.0
Banana,Clay,East,39.31711540726318,73.44365990427627,2.6678089199706796,14.111804695574406,Sunny,82.15,24.77,1.0
Rice,Loamy,North,29.047466876991034,63.388326773086256,0.9376208370874352,10.458250388005709,Windy,30.6,0.0,0.0
Banana,Loamy,North,29.545302344336587,63.84701889494507,0.9693489663808312,17.34795683716863,Sunny,17.98,40.99,1.0
Potato,Sandy,Central,27.553324505402998,84.70209741987856,11.80372606553306,9.637189673718632,Sunny,77.93,0.35,0.0
Maize,Loamy,West,16.48737270820575,54.55308365319967,,3.012553298196031,Windy,,2.39,0.0
Tomato,Loamy,North,27.8409167473047,92.96299288831024,27.294121971299194,0.006892373730305934,Sunny,76.69,0.94,0.0
Wheat,Clay,North,28.36138125964616,54.93038612943371,7.2658927902380785,18.341555597822573,Rainy,30.18,0.0,0.0
Sugarcane,Peaty,West,42.77945267491172,66.33797294918857,6.163681151561713,12.392522370754296,Humid,,2.68,1.0
Sugarcane,Loamy,North,26.845834211313264,60.7819460689585,5.696622418623835,12.721284250208708,Cloudy,23.62,3.78,1.0
Wheat,Sandy,West,29.809284054001676,,11.79565239420013,17.44823921145791,Windy,10.92,0.74,1.0
Maize,Sandy,East,27.79172938176854,71.66887992609693,6.019596006841851,1.741325281370223,Sunny,,0.25,0.0
Banana,Peaty,South,20.987931774282806,71.50752860133315,1.3765457409528905,8.20699392384096,Sunny,19.08,23.11,1.0
Rice,Loamy,South,34.85693688709012,53.7032400406913,21.216994052397954,8.819650851924832,Sunny,85.25,0.27,0.0
Rice,Loamy,East,32.511598196120644,48.15627983828644,5.593076960205138,,Sunny,75.04,,1.0
Tomato,Loamy,North,32.746191682258285,100.0,0.7688598570832008,,Cloudy,11.96,3.03,1.0
Banana,Peaty,South,22.543675271231567,57.740234905991706,7.536745305401809,3.9931312824260505,Windy,42.84,3.97,0.0
Cotton,Sandy,East,36.4167658656166,75.4881865800798,10.422703069760315,3.948256745014465,Cloudy,11.24,1.09,1.0
Sugarcane,Loamy,South,19.588893623246314,40.88538034215205,3.22387345863552,,Sunny,33.03,5.11,1.0
Wheat,Loamy,North,31.52114256280162,60.805809201429845,16.111414009162825,6.287339530984413,Humid,34.88,0.01,0.0
Wheat,Silty,West,41.142733754859876,63.09200924026336,,7.239912578390943,Cloudy,55.97,0.0,0.0
Sugarcane,Clay,East,22.05678204921587,72.09222604891748,10.507973692222105,13.172490753639524,Windy,87.95,0.23,0.0
Potato,Peaty,South,24.602213622383367,24.16318788512092,5.461505204474303,6.5052729588255005,Windy,19.43,0.6,1.0
Wheat,Clay,North,28.597908190525846,,32.67942689361941,1.475257886221792,Windy,32.98,0.0,1.0
Sugarcane,Peaty,South,24.979146075302804,47.75387816948161,3.204658600230585,2.091494131375505,Rainy,54.9,3.29,1.0
Potato,Clay,North,18.696019413603203,69.86518566792385,8.620523434483058,9.715963016422709,Cloudy,19.57,0.3,
Maize,Silty,North,,,3.6969528108153433,12.486642151826107,Sunny,65.41,2.17,1.0
Banana,Clay,North,21.626177717643372,,13.657263521816255,8.9887737807479,Windy,39.31,0.0,0.0
Sugarcane,Loamy,North,30.84155458381109,60.89558584410098,0.4897123862604947,12.152213519045345,Cloudy,85.71,6.09,1.0
Maize,Clay,East,22.48345459459718,49.21505795595207,0.46980364114762485,1.9358123699618215,Windy,58.54,3.25,1.0
Sugarcane,Clay,West,37.299606430105236,57.86698329896968,16.652729233399768,,Windy,35.86,0.0,0.0
Maize,Sandy,East,23.300480245982577,47.09936347185027,5.69635095847492,21.269679581471205,Sunny,66.16,3.42,1.0
Maize,Peaty,South,26.067630902765945,37.502443224519084,4.1730500578836125,16.1639213606834,Humid,,2.06,1.0
Maize,Clay,East,32.881103304218016,80.2693557864404,9.352871827649889,13.84485945949259,Cloudy,73.04,0.61,0.0
Tomato,Loamy,East,20.61481410139627,45.55926960764107,12.10324077257171,6.701376646327804,Rainy,27.33,1.03,
Banana,Loamy,South,29.364759607624777,62.319786685880246,2.2464636352653358,8.809969046347746,Cloudy,40.44,23.66,1.0
Tomato,Peaty,West,35.84285652569457,76.29336622240677,2.0509643633820227,9.991613414331999,Windy,43.44,,
Sugarcane,Silty,East,18.355100592632635,55.77583846225935,31.736813498259107,16.57173056858262,Sunny,38.01,0.0,0.0
Cotton,Peaty,North,29.107803151193824,52.62251150381693,8.907796893732447,12.013913832225459,Sunny,31.42,0.0,0.0
Tomato,Loamy,East,29.55929676549054,68.39357133001133,4.94487286431408,12.629569006439008,Humid,,0.63,0.0
Sugarcane,Silty,South,32.69093723066386,81.76900734090728,16.1667249236034,9.161725324412501,Rainy,6.04,0.0,0.0
Sugarcane,Silty,West,37.152989568924504,47.460271023702965,25.077144289464854,13.963325334200423,Sunny,24.22337926941701,2.13,
Maize,Sandy,East,20.077260321494343,62.747782519738415,2.766271510577934,11.511613737156367,Cloudy,17.04,4.93,1.0
Wheat,Clay,East,31.131649393701387,39.01258107549009,2.3159832444404245,10.220113663728402,Rainy,15.95,1.81,1.0
Wheat,Sandy,South,29.781908039399116,59.10198494476715,5.05604720049581,6.284579139068644,Sunny,28.54,0.0,0.0
Sugarcane,Clay,Central,29.50295710207526,65.51307026807113,19.65369277609482,9.432141289491838,Humid,69.78,0.06,0.0
Wheat,Sandy,Central,30.078689256981853,52.18063037367401,0.6341692747284332,4.602336481100222,Windy,87.4,0.29,1.0
Cotton,Silty,East,23.919851670529056,58.145122492621525,2.4657339999366963,9.799304970065226,Humid,48.74,1.62,1.0
Tomato,Clay,North,29.39352218296602,43.87659847538825,,10.444556789824496,Cloudy,33.81,0.0,0.0
Wheat,Loamy,East,29.758434839792088,66.15617917072241,1.29806417787595,0.0,Cloudy,75.48,0.4,1.0
Wheat,Silty,Central,23.713891491841792,80.83541373324725,9.932412123793016,8.848302304497482,Cloudy,10.7,0.12,0.0
Maize,Peaty,East,39.19464706686854,48.542841953443045,2.4017701065187023,4.120598976977037,Cloudy,12.92,4.02,1.0
Potato,Silty,North,30.842997525470725,55.65992350171426,9.310664762991625,12.493196627583472,Sunny,34.36,1.29,1.0
Tomato,Loamy,West,20.852179016784106,72.53819369681273,4.830550972783039,13.185798717754974,Rainy,43.11,0.0,0.0
Sugarcane,Sandy,East,31.939321651802977,83.18136078984105,1.0722547186474254,7.868300911673412,Windy,72.82,,1.0
Potato,Clay,South,22.15190997863607,42.60215281686603,8.734110180410234,12.745110435609579,Cloudy,,0.45,0.0
Tomato,Sandy,North,32.722507622454714,62.46822893876076,11.489883630450542,12.955334681675305,Sunny,50.16,0.81,0.0
Cotton,Sandy,East,34.95157347404442,69.24696233479287,11.402865805587382,8.85142080294116,Sunny,,0.67,0.0
Tomato,Clay,Central,23.075906089889738,63.469154140567284,10.134472400441318,17.67143487651829,Sunny,23.11,0.0,0.0
Potato,Sandy,East,33.78025677546593,27.848118996843695,6.935968435142714,6.374625314967492,Windy,43.35,0.74,1.0
Cotton,Loamy,Central,30.47668556161899,72.51635013963158,7.328710633492359,17.356828516265832,Sunny,83.51,,0.0
Tomato,Peaty,South,32.93236095996694,87.79004526635967,10.096131904777316,8.874002854083972,Sunny,38.4,0.0,0.0
Potato,Clay,West,39.380757895923686,66.74992626754255,11.72019982486175,5.7833682338701635,Cloudy,22.91,0.69,1.0
Tomato,Sandy,Central,26.52767130398278,49.53340920058605,10.638536470100235,8.242257620978089,Sunny,33.67,1.28,1.0
Sugarcane,Clay,East,,57.303091304535755,8.841758906228474,4.503053861353383,Cloudy,48.74,0.0,0.0
Cotton,Sandy,South,22.66291342224686,91.5486960148339,1.6941202628322591,,Humid,55.88,1.57,1.0
Rice,Loamy,North,44.40380724460453,78.64943811290838,8.180302318653295,1.9861551096236187,Sunny,62.56640976378695,0.0,0.0
Rice,Silty,East,27.537389743515376,74.60039927576494,3.014078697450891,16.948042768844132,Windy,69.48,0.72,1.0
Wheat,Peaty,North,,70.34618875301564,25.215082761972788,5.320663991267699,Cloudy,54.68,0.0,0.0
Potato,Peaty,Central,29.660144795980113,55.08294331713542,14.245990758032756,14.183266859229771,Sunny,61.53,0.65,1.0
Tomato,Clay,South,32.963099494216145,61.99143229016347,8.048987858742127,10.12112930530234,Cloudy,78.35,0.61,1.0
Potato,Peaty,West,28.078011351267442,63.831158964822265,2.9042841158320316,11.354076415247981,Sunny,78.58,0.08,0.0
Sugarcane,Sandy,East,36.7212044629439,73.24361474096666,1.1753602981453084,7.049783143613181,Sunny,22.3,13.58,1.0
Wheat,Loamy,South,26.412059000572263,87.63378341400355,22.90253697937114,11.764040001665661,Sunny,57.98,0.0,0.0
Potato,Loamy,South,44.32101499953771,81.77507205189693,22.318099583625806,10.67487144275432,Sunny,65.91,,1.0
Potato,Clay,West,31.754004086590037,,1.1731569003701472,2.710444659153362,Humid,17.4,2.99,1.0
Maize,Sandy,Central,22.857054661502303,68.35992453351574,15.956171906050656,5.1874999853337105,Rainy,76.64,0.69,0.0
Sugarcane,Peaty,West,21.574645011633326,76.05145017751846,5.917556556937341,7.2954394449509685,Sunny,20.34,2.98,1.0
Cotton,Sandy,West,30.89483449145911,74.28290495216953,3.915132882043644,6.225017409367752,Sunny,72.94,0.73,1.0
Maize,Peaty,West,26.659223288044895,55.56149354918871,13.436354737621937,16.264054726918257,Rainy,18.72,0.81,0.0
Maize,Sandy,North,32.28400296455255,100.0,9.527720074731006,10.035070919237496,Cloudy,68.05,1.63,1.0
Sugarcane,Peaty,East,30.83942574744127,45.84373156503322,15.142645946919481,6.10664326180059,Sunny,17.59,0.52,0.0
Wheat,Peaty,West,27.563026524058763,,0.7723624848576928,7.546150879984802,Rainy,37.2,1.39,1.0
Rice,Loamy,East,22.919237691589572,68.50392621892364,,7.477684582264667,Rainy,17.2,0.68,1.0
Wheat,Silty,West,18.91091665188481,96.75204582445781,3.846583533766247,8.559752639974672,Rainy,28.01,0.0,0.0
Rice,Silty,Central,25.320910287597872,52.45707723943744,4.001091155100801,4.623352976402002,Sunny,88.68,0.83,1.0
Banana,Clay,Central,33.138392765940836,61.012574515295114,6.981192662044759,,Humid,14.15,25.46,1.0
Rice,Silty,West,29.284562464781224,81.1594050952354,3.3269868972674503,,Sunny,39.55,0.0,0.0
Sugarcane,Clay,South,20.525567327728073,64.732067676684,5.876771690545436,10.926715516834568,Cloudy,62.54,1.15,0.0
Rice,Loamy,East,29.039085555107093,59.98094218204557,4.585140371134429,9.238312267298998,Rainy,,1.12,0.0
Banana,Clay,Central,30.31190427837302,73.4844935283008,13.291432398284641,10.013114086575499,Rainy,,3.46,0.0
Cotton,Silty,North,22.696855382793203,69.0877698534439,9.250812446559065,9.772196217122946,Sunny,17.18,0.34,0.0
Cotton,Peaty,South,28.92235063567317,80.45658178455187,10.602460721777005,8.954344476341781,Cloudy,59.82,0.29,0.0
Rice,Clay,Central,28.349252310676,84.37203333598045,2.364617132286178,12.585524193537395,Cloudy,82.29,0.6,1.0
Wheat,Silty,South,21.142178213016262,69.60504590008043,,12.21579992923963,Sunny,75.21,0.64,1.0
Rice,Silty,East,30.1467241620897,69.37599088067464,0.21392647272552595,2.1411851338639227,Sunny,88.56,0.0,0.0
Sugarcane,Peaty,South,31.364707158209406,68.211664734292,1.1470931009930616,9.342189070453784,Sunny,54.14,5.26,1.0
Potato,Sandy,North,34.49830745905166,,,2.470903003296174,Sunny,86.73,0.64,1.0
Sugarcane,Silty,South,34.32281231220942,65.82755956807196,,13.177886017278531,Sunny,30.92,7.52,1.0
Maize,Loamy,Central,33.00020570967285,64.99087276516566,19.09451566563421,13.838332784251417,Sunny,76.9028584445384,0.0,0.0
Wheat,Peaty,North,22.373049760509264,82.94940681240864,62.818788413876014,,Humid,38.66,0.52,
Wheat,Sandy,East,31.09021160325196,87.74174270532565,1.0626671954255205,9.41620522332642,Sunny,9.03,0.6,1.0
Rice,Peaty,Central,31.08271570547325,42.386705830498684,17.21656405180869,0.0,Sunny,75.52,0.03,0.0
Rice,Clay,East,31.090286117836285,65.15031727610854,1.26489101882966,14.863949070460134,Cloudy,7.1,,1.0
Potato,Silty,West,48.0,54.66958349832148,11.084021093569248,13.54836870125701,Cloudy,67.04,0.0,0.0
Sugarcane,Silty,Central,31.425343064159,60.335428002708916,10.304610598282352,15.750426308687631,Windy,39.6,1.72,0.0
Potato,Peaty,South,34.813393841083595,,23.30130352329748,17.432720701685497,Rainy,5.53,0.22,0.0
Maize,Clay,East,33.72401058095922,75.04157557313702,,3.8794535351161237,Sunny,29.65,2.79,1.0
Banana,Peaty,South,31.908347507834787,63.318103345829826,3.7898550691181745,14.440221008192207,Rainy,34.42,21.82,1.0
Rice,Loamy,North,26.108384532157928,36.299894979157955,0.9516792631298683,17.3965222220923,Sunny,87.0,0.55,1.0
Wheat,Silty,East,,50.52431629135731,5.2320750688521915,2.5271106448538196,Rainy,61.19,0.0,0.0
Cotton,Silty,East,23.36304871277457,78.44749505300248,24.2580609011917,9.143943940771432,Sunny,51.2,0.42,0.0
Rice,Loamy,North,26.579088359559947,23.89360366947603,15.210752245765724,8.182990083852879,Sunny,15.8,0.48,1.0
Potato,Sandy,North,25.087818713025378,82.81140727523,12.833771896008887,14.27730932095749,Sunny,,0.0,0.0
Tomato,Silty,North,28.491244836317936,72.81844985966812,7.614849199700057,0.0,Sunny,8.04,1.29,1.0
Maize,Peaty,North,41.887951400041054,84.74264122295034,21.49741630078548,19.07978848116097,Cloudy,69.74,1.16,0.0
Wheat,Sandy,West,,62.02146219678559,5.968226031423991,9.437314679027033,Sunny,,0.99,1.0
Potato,Sandy,East,32.117561142247084,34.07891863965642,1.6214919444718974,14.580472010085728,Windy,55.53,2.44,1.0
Cotton,Peaty,West,18.32370477286209,71.45543962259747,18.176018647583604,9.698813811542045,Sunny,64.45,0.0,0.0
Cotton,Loamy,West,25.1684088052634,84.11979686057512,3.2800187094319404,12.46062525489837,Cloudy,36.15,0.0,0.0
Maize,Sandy,South,34.5337035818042,78.87082708270131,0.5512540758890238,0.0,Cloudy,58.77,4.49,1.0
Wheat,Silty,East,28.385680114572775,55.05962774767947,1.347184176243548,8.07558813599645,Humid,69.96,0.25,
Rice,Clay,East,21.53353133242416,66.3014161319397,9.391984111537122,14.238806056718392,Sunny,20.65,0.49,
Maize,Sandy,East,23.708177744440192,57.007455968301144,9.341542484603115,11.443661733568472,Windy,56.07,0.52,1.0
Sugarcane,Loamy,East,32.07758649360805,52.711003037159415,3.0135265191339022,1.8157945363662122,Humid,67.38,3.93,1.0
Wheat,Peaty,North,23.61780020969718,79.33082856769776,12.989435842015231,10.307124469383066,Sunny,35.35,1.37,1.0
Maize,Silty,Central,29.29875153749185,47.03701533102257,14.85629313223045,5.906288370692476,Humid,18.81,0.0,0.0
Maize,Clay,South,,51.59275354127581,25.320312909947297,5.47290374413281,Sunny,29.32,0.09,0.0
Potato,Sandy,South,24.0903979143651,48.43961549791422,8.793261644967131,2.3965286334164118,Sunny,84.31,0.0,0.0
Banana,Loamy,North,40.863664535951955,42.6462871505143,15.115100895921543,13.09351310953565,Sunny,35.38,5.8,1.0
Banana,Clay,West,31.803514133908067,,13.98770585635626,15.565072219678175,Sunny,14.15,6.48,1.0
Cotton,Clay,Central,15.849144480054356,82.42254572722965,2.9814872184358125,20.600715670814225,Cloudy,12.03,0.26,0.0
